,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name
862,ark:/13030/kt8779r97g/,Collection materials in English.,,Gordon Haines True Papers,"True, Gordon H. (Gordon Haines), 1868-1928",MC087,1 scrapbook,1895-1954,,"Gordon Haines True (1868-1928) served as Professor of Animal Husbandry at the University of California from 1913-1928. His papers contain correspondence, two photographs, and a scrapbook relating to his work with livestock and the University of California.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,ark:/13030/kt887036dq/,Collection materials in English,,California Native Plant Society Collection,California Native Plant Society,D-376,5 folders,1936-2009,(bulk 1963-1982),"Organizational records related to the foundation of the California Native Plant Society. Includes photocopies of correspondence, membership records, newsletters, notes, news clippings, publications, and photographs. Also includes a small amount of material related to the Native Plant Society of New Mexico.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,2.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,ark:/13030/kt8b69q7qz/,Collection materials in English,,"Arthur Bertram Papers,","Bertram, Arthur, 1860-1955",D-134,28 folders,,(1900-1924 bulk),"From the 1890s to the mid 1920s, Arthur Bertram served as a theatrical manager in England for a number of different theaters and actors. His papers, which include letters, financial documents, scripts, photographs and ephemera, document the process of theater productions from start to finish.","Researchers should contact Special Collections to request collections, as many are stored off site.",,,2.1 linear feet,1889-1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,ark:/13030/kt8d5nf17p/,Collection materials in English.,,Francis Marion Summers Correspondence,"Summers, Francis Marion, 1906-",D-482,2 folders,1945-1951,,"Francis Marion Summers (1906-1994) served as Professor of Entomology at the University of California, Davis from 1947-1973. His research centered on the Oriental Fruit Moth and insect pests of almond and stone fruits. His correspondence, which spans the years 1945-1951, contains letters with chemical companies, farmers, and researchers regarding agricultural pests and their control.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,ark:/13030/kt8k40245n/,Collection materials in English.,,Lindley Family Papers,Lindley family,D-159,,1849-circa 1922,,"The Lindley Family Papers which span the years 1849 to circa 1922 contain material relating to an early Sacramento, California merchant and his family. Thomas M. Lindley (1819-1896) opened a mercantile firm in Sacramento, California shortly after his arrival there in 1849. The bulk of the Papers consist of personal, business, and collected correspondence. The correspondence concerns family news, travel, and Lindley&#39;s business. Also included are legal documents, financial documents and photographs.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,ark:/13030/kt8n39p803/,,,"K.W. (Kyung Won) Lee Papers,","Lee, K.W. (Kyung Won) 1928-",D-251,null,1972-1998,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,10.4 linear feet 237 Digital Objects,,,,,,,English.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,ark:/13030/kt8n39s1kv/,Collection materials in English.,,Rudolf Jordan Vintage Reports for Castle Rock Vineyard,"Jordan, Rudolf",D-523,,1901-1935,,"The Rudolf Jordan Vintage Reports for Castle Rock Vineyard provide general remarks on the overall weather conditions, duration of vintage, general yield, condition of grapes, yeast, and sugar in wines as well as a chronological description of the vintage for a Napa, California vineyard from 1906-1918.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,ark:/13030/kt8p303955/,Collection materials in English.,,Joseph H. Quire Papers Relating to Peter J. Shields,"Quire, Joseph H.",D-445,5 drafts,1927-1955,,"Joseph H. Quire, was a personal friend of Peter J. Shields, the Sacramento Superior Court Judge who wrote the legislation that led to the establishment of the University Farm (now the University of California, Davis). The collection contains correspondence, articles and ephemera related to Shields.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,ark:/13030/kt8s20396b/,Collection materials in English.,,Virginia Perry Wilson Collection on Jesse Stuart,"Wilson, Virginia Perry",MC047,3 folders,1953-1984,,"This small collection, assembled by Virginia Perry Wilson, contains correspondence and works by and about Jesse Stuart, author of short stories, novels, and poetry.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,ark:/13030/kt8t1nd615/,English,"University of California, Davis Library, Dept. of Special Collections",Floyd Halleck Higgins Collection,"Higgins, Floyd Halleck, 1886-1975",D-056,565.4 linear feet,1790-1982,,"News editor for Caterpillar Tractor Company (1927-1933); freelance agricultural journalist (1933-1971). Brochures, correspondence, manuscripts, clippings, serials, photographs, and posters relating to the development of agricultural machinery in the United States, Canada, and Europe, particularly the history of tractors and combines.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,ark:/13030/kt8v19q5vb/,,,"Harry Hyde Laidlaw Papers,","Laidlaw, Harry Hyde, 1907-",D-081,null,1882-2000,,"Harry Hyde Laidlaw, considered the &#34;father of honey bee genetics,&#34; was a professor in the UC Davis Department of Entomology from 1947-1974. He was best known for developing artificial insemination technology for honey bees and his contributions enabled selective breeding of honey bees and the fundamental study of insect genetics. His papers contain correspondence, writings, research materials, course materials, and photographs.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,9.40 linear feet,,,,,,,English.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,ark:/13030/kt8v19q7v9/,English,"University of California, Davis Library, Dept. of Special Collections",Herbert Fowler Papers,"Fowler, Herbert George, 1873-1960",MC200,0.2 linear feet,,,"The Herbert Fowler Papers contain twenty-one letters written in 1898 during the time of the Spanish American War. Herbert Fowler wrote fifteen of the letters, the majority of them are to his mother, Francis Carr Fowler. Written from April 30, 1898 to August 11, 1898, they detail the movements of his Company from camps in Springfield, Illinois to Chickamauga, Georgia to Picnic Island in Tampa, Florida and eventually to action in the trenches at Santiago. In the letters he describes the living conditions of the soldiers, the sickness that spread through the camps, his daily schedule, training exercises, the landscape, and the weather.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,ark:/13030/kt9000308n/,Collection materials in English.,,Eugene Marshall Stafford Correspondence,"Stafford, Eugene Marshall, 1910-",D-291,6 folders,1945-1951,,"Eugene Marshall Stafford served as Professor of Entomology at the University of California, Davis from 1958 to 1973. His research involved the use of chemicals for the control of insect pests of agricultural crops, especially scale insects on olives and figs. His correspondence, which spans from 1945-1951, contains letters with chemical companies, farmers, and researchers regarding agricultural pests and their control.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,3.6 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,ark:/13030/kt9000423g/,Collection materials in English.,,Bay Area Playwrights Festival Collection,Bay Area Playwrights Festival,D-078,1 linear foot,1976-1993,,"Founded by Robert Woodruff in 1976, the Bay Area Playwrights Festival is an annual event focusing on writing and workshops led by eminent playwrights. The collection contains festival materials including scripts, promotional materials, photographs, audio tapes, and video recordings from 1976-1993.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,4.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,ark:/13030/kt909nf626/,Collection materials in English.,,Howard Vigne Sutherland Papers,"Sutherland, Howard V. (Howard Vigne), b. 1868",D-274,9 folders,1901-1910,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.8 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,ark:/13030/kt929022s1/,,,"Moses Brown Papers,","Brown, Moses, 1742-1827",D-097,null,1777-1815,,"Moses Brown (October 2, 1742-February 9, 1827), prominent merchant and citizen of Newburyport, Massachusetts, developed a large foreign and domestic trade, especially in sugar, molasses and distilled rum. This collection contains records relating to Brown&#39;s involvement in the rum industry in the eighteenth and early nineteenth centuries. Included are account statements, invoices, correspondence, and distillery house orders.",,,,0.8 linear feet,,,,,,,English.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,ark:/13030/kt958028sk/,Collection materials in English.,,Gianfranco Mantegna Papers,"Mantegna, Gianfranco",D-191,2 prints,1959-1975,,"Gianfranco Mantegna (1939-2001) was an Italian-born photographer who was a member of the Living Theatre from 1965 to 1969. His Papers contain photographs of Living Theatre productions and correspondence, posters, programs, and promotional materials relating to the Living Theatre.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,3.7 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,ark:/13030/kt9779s0k2/,Collection materials in English.,,John C. McCubbin Papers,"McCubbin, John C. (John Cameron), 1863-1957",D-082,24 folders,1886-1934,,"John Cameron McCubbin (1863-1957) was an early California beekeeper in the San Joaquin Valley. The majority of his papers contain business correspondence with other beekeepers, honey customers, and equipment suppliers throughout the west and midwest. Also included are photographs of his apiaries and other beekeepers, as well as materials relating to the California State Beekeepers Association and the California Honey Producers Cooperative Exchange.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,3.7 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,ark:/13030/kt987023hp/,,,"Firehouse Theater Company Archives,",Firehouse Theater Company,D-064,null,1963-1974,,"In the summer of 1963, University of Minnesota graduate student Marlow S. Hotchkiss, artist James F. Faber, actor John Shimek, and actor and director Charles Morrison III renovated an 1894 fire station in Minneapolis, Minnesota as the Firehouse Theater. The group conceived the theater as a venue for avant-garde drama and as a vehicle for new playwrights in the Twin Cities area. The company relocated to San Francisco in 1969. The Firehouse Theater Company Archives (1963-1974) includes scripts, scores, director&#39;s notes, posters, programs, photographic prints, films, workshop notebooks, reviews, correspondence, legal and financial documents, blueprints, and promotional material.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,4.7 linear feet,,,,,,,English.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,ark:/13030/kt98704070/,Collection materials in English.,,Portraits of the Past Collection,"Haig, Phyllis",D-510,,1969-1973,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,ark:/13030/kt996nf38t/,Collection materials in English.,,Ben Madson Papers,"Madson, B. A. (Ben Adolph), b. 1887.",D-108,5 prints,1920-1956,,"Ben Madson (1887-1974) served as Professor of Agronomy (1928-1954) and Director of Agricultural Field Stations (1948-1954) at the University of California. His papers contain correspondence, field station research and progress reports, range management investigations and budgets, committee materials regarding the development of the University of California, College of Agriculture (now the University of California, Davis), and several photographs of field test plots.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.5 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,ark:/13030/kt9v19s1t3/,Collection materials in English.,,R.M. Bohart Papers,"Bohart, R. M. (Richard Mitchell), 1913-",D-099,18 prints &amp; 1 transparency,1895-2000,,"Richard M. Bohart (1913-2007) served as Professor of Entomology at the University of California, Davis from 1946 to 1979. His Papers contain biographial materials, writings, research materials, and correspondence with researchers, growers, and museums regarding the control of mosquitoes and other pests, loans and identifications of specimens, publications, and other topics.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,4.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
