,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia
644,ark:/13030/c8s188c8/,English,,M. A. Stewart Papers,,MC066,,,,Material about the Oriental fruit moth and other entomological concerns.,,undated,"Stewart, M. A. (Morris Albion), 1902-1961.",0.1 linear feet,,,,,,,,,,,,,,,11047.0,2017-03-22T19:56:29,2017-03-22T12:56:29,2017-03-22T19:56:29,stewart-m-a-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/stewart-m-a-papers/,0.0,,[2628],https://www.library.ucdavis.edu/manuscript/stewart-m-a-papers/,"Stewart, M.A. Papers.","Professor of Parasitology and Entomologist in the Experiment Station, University of California, Berkeley.",Material about the Oriental fruit moth and other entomological concerns.,MC066,19--19--.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11047'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11047'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11047'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
646,ark:/13030/c8s46xqw/,English,"University of California, Davis Library, Dept. of Special Collections",United States Theatre Programs Collection,"University of California, Davis. Library",O-016,38.6 linear feet,1870-2019,,"Mostly 19th and early 20th century programs, including a large group of souvenir programs.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,11076.0,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,theatre-programs-collection-united-states,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/theatre-programs-collection-united-states/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/theatre-programs-collection-united-states/,Theatre Programs Collection: United States.,,"Mostly 19th and early 20th century programs, including a large group of souvenir programs.",O-016,1800- .,37.6,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11076'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11076'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11076'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
647,ark:/13030/c8s75jjr/,English,,Davisville 1905: The Year the Town Woke Up Exhibit Materials,,D-450,,,,"The exhibit consists of images of both scenes and documents from the early 1900s, with the focus on the towns effort to secure the University Farm site for Davisville, CA (now Davis, CA). Reproductions of columns from the Davisville Enterprise are part of the exhibit, as Editor William Scott was one of town’s primary boosters. Excerpts from George Pierce Jr.’s daily journal and the &#34;Ideal Spot for a University Farm&#34; booklet are also included.",,2006,"Lofland, John.",2.6 linear feet,,,,,,,,,,,,,,,10547.0,2017-03-22T19:56:11,2017-03-22T12:56:11,2017-03-22T19:56:11,davisville-1905-the-year-the-town-woke-up-exhibit-materials,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/davisville-1905-the-year-the-town-woke-up-exhibit-materials/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/davisville-1905-the-year-the-town-woke-up-exhibit-materials/,Davisville 1905: The Year the Town Woke Up Exhibit Materials.,"""Davisville 1905 - The Year the Town Woke Up"" was an exhibit created by John Lofland, Professor Emeritus Sociology, and Jim Becket, of the Davis Historical Society, for the UC Davis General Library in 2006.","The exhibit consists of images of both scenes and documents from the early 1900s, with the focus on the towns effort to secure the University Farm site for Davisville, CA (now Davis, CA). Reproductions of columns from the <cite>Davisville Enterprise</cite> are part of the exhibit, as Editor William Scott was one of town's primary boosters. Excerpts from George Pierce Jr.'s daily journal and the ""Ideal Spot for a UniversityFarm"" booklet, are also included.",D-450,2006,2.6,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8s75jjr/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10547'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10547'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10547'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
648,ark:/13030/c8s75jmn/,English,,Grady L. Webster Papers,,D-299,,,,"Professional correspondence, departmental notes, memos, and minutes of meetings of the Department of Botany, University of California, Davis.",,1945-1995,"Webster, Grady L.(Grady Linder),1927- University of California, Davis -- Faculty -- Archives. University of California, Davis. Department of Botany.",79.6 linear feet,,,,,,,,,,,,,,,11144.0,2017-03-22T19:56:32,2017-03-22T12:56:32,2017-03-22T19:56:32,webster-grady-l-1927-2005-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/webster-grady-l-1927-2005-papers/,0.0,,[2632],https://www.library.ucdavis.edu/manuscript/webster-grady-l-1927-2005-papers/,"Webster, Grady L. (1927-2005). Papers.","Professor of Botany, University of California, Davis.","Correspondence, departmental notes, memos, and minutes of meetings of the Department of Botany, University of California, Davis.",D-299,1945-1985.,15,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8s75jmn/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11144'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11144'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11144'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
649,ark:/13030/c8s75ntk/,English,,Koda Family Papers,,D-474,,,,"Family photograph albums, 16 millimeter films, correspondence, newspaper clippings, and notebooks.",,1930-1970,Koda Family.,5 linear feet,,,,,,,,,,,,,,,10743.0,2017-03-22T19:56:18,2017-03-22T12:56:18,2017-03-22T19:56:18,koda-family-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/koda-family-papers/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/koda-family-papers/,Koda Family Papers,"The Koda Family is an important Japanese and Japanese-American familythat owned and operated Koda Farms. The business helped to pioneer growing techniques in the rice industry including sowing seed with airplanes. Keisaburo Koda was the founder of the present day Koda Farms. He was born in 1882 in Ogawa, Japan. Due to his success he was widely known amongst Japanese Americans as the &quot;rice king.&quot; During World War II the family was placed in Jerome Relocation Center in Arkansas and at the end of the war transferred to the Granada Relocation Center in Colorado. This was even though the U.S. government ordered that the business be kept running to produce food and fiber. The company was managed by strangers, until the family was released and able to come back to claim their business. Keisaburo's sons, Edward and William &quot;Bill,&quot; took over building the business in the post war years, becoming the first commercial growers of sweet rice marketing Sho-Chiku-Bai Sweet Rice andMochiko Blue Star Brand Sweet Rice Flour. They also developed a unique variety of rice called Kokuho Rose. In 1977 Bill Koda sold his share of the business to his brother Edward and was no longer involved in the Koda Family Farm. Today Koda Farm is operated by Edward Koda's direct descendants. The Koda Family Papers are the papers of Bill Koda and his wife, Jean (Morimoto) Koda.","Family photograph albums, 16 mm films, correspondence, newspaper clippings, and notebooks",D-474,1930-1970.,5,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10743'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10743'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10743'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
650,ark:/13030/c8s75p6x/,English,,Jan Popper Papers,,MC146,,,,Sheet music by Popper; songs from Shakespeare&#39;s Tempest by Roy Travis.,,undated,null,0.1 linear feet,,,,,,,,,,,,,,,10925.0,2017-03-22T19:56:25,2017-03-22T12:56:25,2017-03-22T19:56:25,popper-jan-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/popper-jan-papers/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/popper-jan-papers/,"Popper, Jan. Papers.",Cpera conductor.,Sheet music by Popper; songs from Shakespeare's Tempest by Roy Travis.,MC146,19--19--.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10925'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10925'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10925'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
652,ark:/13030/c8sb4bvz/,English,"University of California, Davis Library, Dept. of Special Collections",Larry N. Vanderhoef Papers,"Vanderhoef, Larry N.",D-615,40 linear feet,1960-2015,,"Larry N. Vanderhoef, Chancellor Emeritus of University of California, Davis, led UC Davis for 25 years, first as provost/executive vice chancellor (1984-1994) and then as chancellor (1994-2009). As chancellor emeritus, he remained involved in campus, regional and national issues until his death in 2015. His papers include correspondence, speeches, writings, resource files, course files, clippings, photographs, and realia. Files created in Vanderhoef&#39;s capacity as Chancellor are located in AR-023, Office of the Chancellor and Provost Records.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,21076.0,2017-08-11T20:19:57,2017-09-13T08:38:23,2017-09-13T15:38:23,vanderhoef-larry-n-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/vanderhoef-larry-n-papers/,0.0,,[2630],https://www.library.ucdavis.edu/?post_type=manuscript&#038;p=21076,"Vanderhoef, Larry N. Papers","Larry N. Vanderhoef (1941-2015) served as Provost/Executive Vice Chancellor (1984-1994) and then as Chancellor (1994-2009) at the University of California, Davis.","His papers include correspondence, speeches, writings, resource files, course files, clippings, photographs, DVDs, CDs, and realia. Files created in Vanderhoef's capacity as Chancellor are located in AR-023, Office of the Chancellor Records.",D-615,1970-2015.,40,linear feet.,http://www.oac.cdlib.org/findaid/ark:/13030/c8sb4bvz/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/21076'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=21076'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=21076'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
653,ark:/13030/c8sb4cm7/,English,,D. R. Hoagland Collection,,MC063,,,,Copies of Hoagland&#39;s reprints.,,1915-1942,null,0.1 linear feet,,,,,,,,,,,,,,,10694.0,2017-03-22T19:56:17,2017-03-22T12:56:17,2017-03-22T19:56:17,hoagland-d-r-1884-1949-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/hoagland-d-r-1884-1949-collection/,0.0,,[2632],https://www.library.ucdavis.edu/manuscript/hoagland-d-r-1884-1949-collection/,"Hoagland, D. R. (1884-1949). Collection.","Professor of Plant Nutrition, University of California, Berkeley.",Copies of Hoagland's reprints.,MC063,1915-1942,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10694'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10694'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10694'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
654,ark:/13030/c8sf2zcd/,English,"University of California, Davis Library, Dept. of Special Collections",Mary DeDecker Papers,"DeDecker, Mary",D-519,5 linear feet,1928-2004,,"Botanist and conservationist Mary DeDecker&#39;s correspondence, publications, as well as materials related to the Owens Valley Unified School District, the Inyo County Museum, and the Eureka Dunes.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,10551.0,2017-03-22T19:56:12,2017-03-22T12:56:12,2017-03-22T19:56:12,dedecker-mary-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/dedecker-mary-papers/,0.0,,[2632],https://www.library.ucdavis.edu/manuscript/dedecker-mary-papers/,"DeDecker, Mary. Papers.",Botanist and conservationist of the Inyo region of California; founder of the Bristlecone Chapter of the California Native Plant Society.,"DeDecker's correspondence, publications, as well as materials related to the Owens Valley Unified School District, the Inyo County Museum, and the Eureka Dunes.",D-519,1928-2004.,5,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8sf2zcd/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10551'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10551'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10551'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
656,ark:/13030/c8sj1jbn/,Collection materials in English.,,Geri DePaoli Papers,"DePaoli, Geri",D-544,,1980-1996,,"Geri DePaoli is an artist and art historian. The collection contain materials related to her work on two exhibitions, The Trans Parent Thread: Asian Philosophy in Recent American Art, which was organized by the Hofstra Museum, Hofstra University and the Edith C. Blum Art Institute, Bard College and Elvis + Marilyn: 2 x Immortal which was held at the Institute of Contemporary Art, Boston. Included are proposals, correspondence, research materials, conference materials, and educational program materials.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,3.5 linear feet,,,,,,,,,,,,,,,10555.0,2017-03-22T19:56:12,2017-03-22T12:56:12,2017-03-22T19:56:12,depaoli-geri-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/depaoli-geri-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/depaoli-geri-papers/,"DePaoli, Geri. Papers.","DePaoli is an artist and art historian. She collaborated on theexhibition, The Trans Parent Thread: Asian Philosophy in Recent AmericanArt, which was organized by the Hofstra Museum, Hofstra University andthe Edith C. Blum Art Institute, Bard College.","Files related to the Trans Parent Thread exhibition including: earlyproposals, correspondence, research materials, conference materials, andeducational program materials. ",D-544,1984-1991.,1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8sj1jbn/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10555'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10555'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10555'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
